param1 param2 velocity_relative_error second_field_relative_error
1.000000000000000000e+01 2.777777777777777901e-01 1.501777369815392171e-02 1.083764996616239928e-01
1.000000000000000000e+01 2.777777777777777901e-01 3.797575620384885040e-03 7.687849276435072821e-02
1.000000000000000000e+01 2.777777777777777901e-01 2.524317997040664754e-03 5.956584138433476672e-02
1.000000000000000000e+01 2.777777777777777901e-01 1.242760927802889943e-02 2.695610873613924485e-01
1.000000000000000000e+01 2.777777777777777901e-01 2.317624549141735629e-02 1.017888285674593413e-01
1.000000000000000000e+01 2.777777777777777901e-01 8.140156883564807211e-03 3.043016465659693567e-02
1.000000000000000000e+01 2.777777777777777901e-01 1.168232552796861536e-02 3.301765033658007192e-02
1.000000000000000000e+01 2.777777777777777901e-01 9.962748022349327687e-03 3.217522025850203665e-02
1.000000000000000000e+01 2.777777777777777901e-01 7.321002822039025457e-03 3.018902934710644345e-02
1.000000000000000000e+01 2.777777777777777901e-01 7.765921214579668552e-03 2.938533852434986951e-02
1.000000000000000000e+00 3.666666666666666963e-01 7.801731226392040648e-03 9.109062916247667729e-02
1.000000000000000000e+00 3.666666666666666963e-01 2.648300717495926954e-03 7.665986853088073427e-02
1.000000000000000000e+00 3.666666666666666963e-01 4.968143880160053732e-03 8.020943126708691973e-02
1.000000000000000000e+00 3.666666666666666963e-01 4.376264206021742570e-03 4.602158349043843771e-02
1.000000000000000000e+00 3.666666666666666963e-01 5.551851990510879922e-03 4.155818817394558995e-02
1.000000000000000000e+00 3.666666666666666963e-01 3.034776310130793062e-02 8.365840339589857011e-02
1.000000000000000000e+00 3.666666666666666963e-01 4.914974325826374467e-03 2.310910225206964236e-02
1.000000000000000000e+00 3.666666666666666963e-01 3.130167060573233601e-02 6.921082811596797335e-02
1.000000000000000000e+00 3.666666666666666963e-01 5.173208006572750477e-03 2.398521223042519163e-02
1.000000000000000000e+00 3.666666666666666963e-01 5.173213716681467934e-03 2.398532807365260158e-02
2.000000000000000000e+00 3.666666666666666963e-01 1.674489388687699226e-02 9.630598449315629084e-02
2.000000000000000000e+00 3.666666666666666963e-01 3.009926255111619337e-03 7.668546458728195403e-02
2.000000000000000000e+00 3.666666666666666963e-01 5.799912608961680510e-03 6.706741299446106197e-02
2.000000000000000000e+00 3.666666666666666963e-01 3.690582904732242226e-03 7.394449308095799034e-02
2.000000000000000000e+00 3.666666666666666963e-01 5.162703755256899812e-03 4.398188366962759582e-02
2.000000000000000000e+00 3.666666666666666963e-01 4.849658166482065727e-03 3.670565754755015370e-02
2.000000000000000000e+00 3.666666666666666963e-01 5.469634108298217744e-03 2.592401084817612736e-02
2.000000000000000000e+00 3.666666666666666963e-01 6.246808551189908347e-03 2.468321901082367112e-02
2.000000000000000000e+00 3.666666666666666963e-01 6.011174715402204695e-03 2.499892063788222360e-02
2.000000000000000000e+00 3.666666666666666963e-01 6.012139333525919234e-03 2.500218324224630362e-02
3.000000000000000000e+00 3.666666666666666963e-01 7.841776839388185649e-03 9.109046765732874140e-02
3.000000000000000000e+00 3.666666666666666963e-01 3.220290360181604812e-03 7.669524503264968374e-02
3.000000000000000000e+00 3.666666666666666963e-01 2.838164764299276870e-03 6.543592910106263427e-02
3.000000000000000000e+00 3.666666666666666963e-01 3.536452682117482548e-03 9.607685206520337473e-02
3.000000000000000000e+00 3.666666666666666963e-01 4.708235100797167338e-03 3.858913184877484082e-02
3.000000000000000000e+00 3.666666666666666963e-01 1.079854430597641628e-02 9.234104686170864495e-02
3.000000000000000000e+00 3.666666666666666963e-01 6.021938427179648542e-03 3.107799556973455182e-02
3.000000000000000000e+00 3.666666666666666963e-01 7.361053695942767171e-03 2.488645111119644482e-02
3.000000000000000000e+00 3.666666666666666963e-01 6.229490023312938239e-03 2.527672827786610690e-02
3.000000000000000000e+00 3.666666666666666963e-01 6.215835187735010980e-03 2.529651611471358738e-02
4.000000000000000000e+00 3.666666666666666963e-01 7.847421076974964854e-03 9.109046955893117248e-02
4.000000000000000000e+00 3.666666666666666963e-01 3.344658816566973680e-03 7.669975307832045675e-02
4.000000000000000000e+00 3.666666666666666963e-01 6.257898153118468011e-03 6.655428335405684515e-02
4.000000000000000000e+00 3.666666666666666963e-01 3.425225341640254773e-03 1.131854405862760954e-01
4.000000000000000000e+00 3.666666666666666963e-01 4.335422334006597787e-03 3.652194294433566690e-02
4.000000000000000000e+00 3.666666666666666963e-01 6.436662472329060525e-03 3.096581272065431281e-02
4.000000000000000000e+00 3.666666666666666963e-01 1.520461668868619901e-02 6.844792339580492435e-02
4.000000000000000000e+00 3.666666666666666963e-01 8.105757338190916136e-03 2.544674360447680972e-02
4.000000000000000000e+00 3.666666666666666963e-01 1.114655313018120264e-02 3.678843452269173198e-02
4.000000000000000000e+00 3.666666666666666963e-01 5.859413104598521632e-03 2.500697537927181607e-02
5.000000000000000000e+00 3.666666666666666963e-01 7.850885660691468704e-03 9.109054465229997344e-02
5.000000000000000000e+00 3.666666666666666963e-01 3.425661393023601928e-03 7.670287206771458921e-02
5.000000000000000000e+00 3.666666666666666963e-01 2.397262682841295491e-03 6.547447573082502970e-02
5.000000000000000000e+00 3.666666666666666963e-01 1.384325754259143129e-02 1.403343611145515257e-01
5.000000000000000000e+00 3.666666666666666963e-01 4.099645391107848216e-03 3.983389928423712589e-02
5.000000000000000000e+00 3.666666666666666963e-01 1.889065951865047041e-02 8.477883653403342490e-02
5.000000000000000000e+00 3.666666666666666963e-01 6.629142803573165668e-03 3.595683140276843132e-02
5.000000000000000000e+00 3.666666666666666963e-01 8.453522182463748744e-03 2.648083495881111901e-02
5.000000000000000000e+00 3.666666666666666963e-01 5.701571459585802470e-03 2.445462029969860951e-02
5.000000000000000000e+00 3.666666666666666963e-01 5.396994046694145522e-03 2.450705340961516210e-02
6.000000000000000000e+00 3.666666666666666963e-01 7.853228547009578550e-03 9.109046892610041246e-02
6.000000000000000000e+00 3.666666666666666963e-01 3.482370695358496301e-03 7.670472422034628479e-02
6.000000000000000000e+00 3.666666666666666963e-01 2.288540260100173970e-03 6.547887787327283382e-02
6.000000000000000000e+00 3.666666666666666963e-01 3.310113190655667847e-03 1.371860128268784784e-01
6.000000000000000000e+00 3.666666666666666963e-01 3.972984196544536439e-03 4.658622826175108644e-02
6.000000000000000000e+00 3.666666666666666963e-01 6.561902289752456069e-03 2.229266273567623302e-02
6.000000000000000000e+00 3.666666666666666963e-01 7.182669734828839303e-03 3.605801731789847614e-02
6.000000000000000000e+00 3.666666666666666963e-01 8.477419766582627164e-03 2.773408779462118931e-02
6.000000000000000000e+00 3.666666666666666963e-01 1.238509949264748888e-02 4.063961331078989880e-02
6.000000000000000000e+00 3.666666666666666963e-01 5.118141145260639117e-03 2.405027726507884961e-02
7.000000000000000000e+00 3.666666666666666963e-01 7.854918425146297303e-03 9.109049530260568406e-02
7.000000000000000000e+00 3.666666666666666963e-01 3.524218437649437492e-03 7.670615718410707384e-02
7.000000000000000000e+00 3.666666666666666963e-01 2.212648522033467454e-03 6.548055587185842852e-02
7.000000000000000000e+00 3.666666666666666963e-01 3.301688282261169838e-03 1.457960074700311026e-01
7.000000000000000000e+00 3.666666666666666963e-01 1.860015727349092346e-02 7.282712419535955495e-02
7.000000000000000000e+00 3.666666666666666963e-01 6.446997299646395688e-03 2.176991965338953214e-02
7.000000000000000000e+00 3.666666666666666963e-01 7.802568638200985292e-03 3.520853435522535574e-02
7.000000000000000000e+00 3.666666666666666963e-01 8.332821769059074041e-03 2.898440545330943294e-02
7.000000000000000000e+00 3.666666666666666963e-01 5.685236338601762709e-03 2.425619720390554540e-02
7.000000000000000000e+00 3.666666666666666963e-01 5.207999382552638487e-03 2.379741329288436597e-02
8.000000000000000000e+00 3.666666666666666963e-01 1.555884800125379580e-02 9.112894853120784289e-02
8.000000000000000000e+00 3.666666666666666963e-01 3.556342816650671663e-03 7.670724836100167865e-02
8.000000000000000000e+00 3.666666666666666963e-01 2.157137361840643329e-03 6.548108518798506639e-02
8.000000000000000000e+00 3.666666666666666963e-01 3.316069605028291838e-03 1.528879959051696880e-01
8.000000000000000000e+00 3.666666666666666963e-01 3.917850672861482308e-03 6.280374767577173722e-02
8.000000000000000000e+00 3.666666666666666963e-01 6.291838326897452802e-03 2.448165675514715062e-02
8.000000000000000000e+00 3.666666666666666963e-01 8.401972680910580263e-03 3.375897796261961847e-02
8.000000000000000000e+00 3.666666666666666963e-01 8.170202804475565697e-03 3.010886841779114587e-02
8.000000000000000000e+00 3.666666666666666963e-01 5.974641793840921970e-03 2.480012230500109119e-02
8.000000000000000000e+00 3.666666666666666963e-01 5.702213734323971668e-03 2.384930374085953569e-02
9.000000000000000000e+00 3.666666666666666963e-01 7.857193917348310325e-03 9.109047625063475262e-02
9.000000000000000000e+00 3.666666666666666963e-01 3.581769348853244741e-03 7.670810852574327932e-02
9.000000000000000000e+00 3.666666666666666963e-01 6.874652966820503190e-03 6.753152860672372026e-02
9.000000000000000000e+00 3.666666666666666963e-01 3.346125141260933213e-03 1.588186470297617836e-01
9.000000000000000000e+00 3.666666666666666963e-01 1.793915744422104955e-02 1.036283367528534755e-01
9.000000000000000000e+00 3.666666666666666963e-01 6.121962387404654253e-03 2.930185272229968510e-02
9.000000000000000000e+00 3.666666666666666963e-01 8.937663434164943785e-03 3.198314431697459048e-02
9.000000000000000000e+00 3.666666666666666963e-01 8.099777046450998275e-03 3.105571410858754336e-02
9.000000000000000000e+00 3.666666666666666963e-01 6.409588657574735900e-03 2.572230734668459404e-02
9.000000000000000000e+00 3.666666666666666963e-01 2.645221204542400756e-02 5.231299094606290528e-02
1.000000000000000000e+01 3.666666666666666963e-01 7.857995689989369023e-03 9.109046797931248662e-02
1.000000000000000000e+01 3.666666666666666963e-01 3.602388364918659297e-03 7.670878809368840423e-02
1.000000000000000000e+01 3.666666666666666963e-01 6.921966686252319610e-03 6.774249929877397547e-02
1.000000000000000000e+01 3.666666666666666963e-01 3.386294913809696511e-03 1.638448392428830114e-01
1.000000000000000000e+01 3.666666666666666963e-01 3.992518419715099937e-03 7.795884774764297309e-02
1.000000000000000000e+01 3.666666666666666963e-01 5.951080893414482237e-03 3.510544775117638988e-02
1.000000000000000000e+01 3.666666666666666963e-01 9.395016443496250966e-03 3.010307136119600227e-02
1.000000000000000000e+01 3.666666666666666963e-01 1.674928536891162265e-02 5.438052815789082284e-02
1.000000000000000000e+01 3.666666666666666963e-01 6.939465274928669804e-03 2.691416764374951823e-02
1.000000000000000000e+01 3.666666666666666963e-01 7.501205962954462202e-03 2.504951005335337433e-02
1.000000000000000000e+00 4.555555555555556024e-01 7.702048919971689507e-03 9.109059742559878770e-02
1.000000000000000000e+00 4.555555555555556024e-01 2.726146994079999778e-03 7.656792280387947347e-02
1.000000000000000000e+00 4.555555555555556024e-01 4.934923549966747404e-03 8.449467498307601521e-02
1.000000000000000000e+00 4.555555555555556024e-01 4.505435271625410874e-03 4.758725516469902717e-02
1.000000000000000000e+00 4.555555555555556024e-01 9.711418925706519559e-03 7.567691560987416244e-02
1.000000000000000000e+00 4.555555555555556024e-01 4.830255298630549421e-03 3.015914266787705564e-02
1.000000000000000000e+00 4.555555555555556024e-01 5.550374172401074599e-03 2.420770246013326937e-02
1.000000000000000000e+00 4.555555555555556024e-01 2.462066906281119155e-02 6.605200569956794221e-02
1.000000000000000000e+00 4.555555555555556024e-01 2.462074162853479520e-02 6.605755108445680868e-02
1.000000000000000000e+00 4.555555555555556024e-01 2.462072598498092277e-02 6.605754800084454037e-02
2.000000000000000000e+00 4.555555555555556024e-01 1.687566847764023978e-02 9.716603389364301957e-02
2.000000000000000000e+00 4.555555555555556024e-01 3.050699287174096167e-03 7.658189382774562015e-02
2.000000000000000000e+00 4.555555555555556024e-01 4.752378308538349194e-03 6.999458908192786322e-02
2.000000000000000000e+00 4.555555555555556024e-01 3.645043307919271398e-03 7.629575287693703134e-02
2.000000000000000000e+00 4.555555555555556024e-01 5.229095975719615791e-03 4.322570098917595527e-02
2.000000000000000000e+00 4.555555555555556024e-01 4.967526743473533492e-03 3.634136015846215623e-02
2.000000000000000000e+00 4.555555555555556024e-01 2.299346196282878868e-02 5.895190032561604954e-02
2.000000000000000000e+00 4.555555555555556024e-01 6.092089437203306729e-03 2.833552963249554371e-02
2.000000000000000000e+00 4.555555555555556024e-01 5.845101120463260143e-03 2.855147898600143494e-02
2.000000000000000000e+00 4.555555555555556024e-01 5.845312441193756085e-03 2.855387188262189374e-02
3.000000000000000000e+00 4.555555555555556024e-01 7.721937310712501633e-03 9.109050073455414454e-02
3.000000000000000000e+00 4.555555555555556024e-01 3.209028353668856842e-03 7.658706581079034736e-02
3.000000000000000000e+00 4.555555555555556024e-01 2.333289713145548800e-03 6.907413251895991313e-02
3.000000000000000000e+00 4.555555555555556024e-01 3.485945644523507757e-03 9.894566862035224231e-02
3.000000000000000000e+00 4.555555555555556024e-01 4.859095082397097733e-03 3.959671182798707445e-02
3.000000000000000000e+00 4.555555555555556024e-01 5.453021268208759625e-03 3.279152762666066173e-02
3.000000000000000000e+00 4.555555555555556024e-01 1.562225462694328756e-02 5.787136000736896324e-02
3.000000000000000000e+00 4.555555555555556024e-01 6.264376704794251058e-03 2.806680044796257614e-02
3.000000000000000000e+00 4.555555555555556024e-01 5.091880583320668695e-03 2.793149622744438634e-02
3.000000000000000000e+00 4.555555555555556024e-01 1.007704132815739201e-02 3.279435026441913925e-02
4.000000000000000000e+00 4.555555555555556024e-01 1.544326828946613640e-02 9.433302128214259008e-02
4.000000000000000000e+00 4.555555555555556024e-01 3.298634644526495484e-03 7.658938658549244161e-02
4.000000000000000000e+00 4.555555555555556024e-01 2.160539727899096415e-03 6.926993098721159758e-02
4.000000000000000000e+00 4.555555555555556024e-01 3.469430842084984552e-03 1.162500758983229521e-01
4.000000000000000000e+00 4.555555555555556024e-01 4.655174165962398108e-03 4.058620152502503270e-02
4.000000000000000000e+00 4.555555555555556024e-01 5.587924299822253152e-03 2.643628311151210303e-02
4.000000000000000000e+00 4.555555555555556024e-01 8.548000274426136372e-03 5.819476011609244631e-02
4.000000000000000000e+00 4.555555555555556024e-01 9.503384748077096933e-03 2.787792487680622322e-02
4.000000000000000000e+00 4.555555555555556024e-01 4.215329829106218007e-03 2.571129583695607249e-02
4.000000000000000000e+00 4.555555555555556024e-01 5.881839898892936465e-03 2.587561729170283556e-02
5.000000000000000000e+00 4.555555555555556024e-01 7.726304881779287419e-03 9.109059312504232120e-02
5.000000000000000000e+00 4.555555555555556024e-01 3.355851420295195755e-03 7.659098648226833617e-02
5.000000000000000000e+00 4.555555555555556024e-01 2.062634289970099403e-03 6.938673342771019270e-02
5.000000000000000000e+00 4.555555555555556024e-01 3.507050206663242780e-03 1.296385574651539863e-01
5.000000000000000000e+00 4.555555555555556024e-01 4.581205918871210543e-03 4.625973533610609062e-02
5.000000000000000000e+00 4.555555555555556024e-01 1.512688917791440817e-02 7.602801133476942697e-02
5.000000000000000000e+00 4.555555555555556024e-01 6.100110444472215711e-03 5.787098180951998766e-02
5.000000000000000000e+00 4.555555555555556024e-01 6.423086110387793250e-03 2.695644309815887346e-02
5.000000000000000000e+00 4.555555555555556024e-01 3.892336584960081822e-03 2.326282007897522222e-02
5.000000000000000000e+00 4.555555555555556024e-01 3.542639109481330456e-03 2.312320428421254376e-02
6.000000000000000000e+00 4.555555555555556024e-01 7.727418301537989677e-03 9.109046778977752945e-02
6.000000000000000000e+00 4.555555555555556024e-01 3.395462007865447142e-03 7.659197087631951228e-02
6.000000000000000000e+00 4.555555555555556024e-01 2.001365953526474534e-03 6.946421908765787467e-02
6.000000000000000000e+00 4.555555555555556024e-01 3.569823892859928967e-03 1.402044541914392872e-01
6.000000000000000000e+00 4.555555555555556024e-01 1.507076109811241599e-02 6.681312294662584972e-02
6.000000000000000000e+00 4.555555555555556024e-01 5.429465940238739803e-03 1.884941536954287331e-02
6.000000000000000000e+00 4.555555555555556024e-01 5.821529339963934374e-03 3.638318353619011264e-02
6.000000000000000000e+00 4.555555555555556024e-01 6.462733865681627964e-03 2.689298750900340554e-02
6.000000000000000000e+00 4.555555555555556024e-01 1.402614958921498747e-02 3.433987412500221631e-02
6.000000000000000000e+00 4.555555555555556024e-01 3.922486101029754209e-03 2.076721733764455222e-02
7.000000000000000000e+00 4.555555555555556024e-01 7.728219531093159615e-03 9.109058888824776712e-02
7.000000000000000000e+00 4.555555555555556024e-01 7.857895652619531490e-03 7.661057044395361282e-02
7.000000000000000000e+00 4.555555555555556024e-01 1.960193658054999646e-03 6.951941212654008662e-02
7.000000000000000000e+00 4.555555555555556024e-01 3.643630090871591200e-03 1.487112349637744468e-01
7.000000000000000000e+00 4.555555555555556024e-01 4.630222841469877962e-03 6.255103102142037241e-02
7.000000000000000000e+00 4.555555555555556024e-01 5.296308475539216083e-03 2.147864513430972414e-02
7.000000000000000000e+00 4.555555555555556024e-01 6.186168135932821124e-03 3.427782311921990371e-02
7.000000000000000000e+00 4.555555555555556024e-01 1.127049727227910116e-02 4.365808177917863964e-02
7.000000000000000000e+00 4.555555555555556024e-01 5.141812253678068947e-03 2.045038873104409322e-02
7.000000000000000000e+00 4.555555555555556024e-01 4.972257447753793136e-03 1.908293544932060729e-02
8.000000000000000000e+00 4.555555555555556024e-01 7.728823486974018518e-03 9.109048907939548689e-02
8.000000000000000000e+00 4.555555555555556024e-01 3.446645172487693750e-03 7.659333026714505721e-02
8.000000000000000000e+00 4.555555555555556024e-01 7.067275552164247084e-03 7.051190693841728752e-02
8.000000000000000000e+00 4.555555555555556024e-01 3.720852491055522387e-03 1.556861537391590888e-01
8.000000000000000000e+00 4.555555555555556024e-01 4.697553968638790850e-03 7.070759445822548395e-02
8.000000000000000000e+00 4.555555555555556024e-01 1.998684766497584725e-02 5.839224085548692933e-02
8.000000000000000000e+00 4.555555555555556024e-01 6.530747974922553219e-03 3.192124399289544834e-02
8.000000000000000000e+00 4.555555555555556024e-01 1.385975929418720165e-02 4.736493912522665023e-02
8.000000000000000000e+00 4.555555555555556024e-01 6.147334802679519164e-03 2.056751597104283444e-02
8.000000000000000000e+00 4.555555555555556024e-01 6.288497313338438192e-03 1.837589534319210988e-02
9.000000000000000000e+00 4.555555555555556024e-01 1.890951850727668263e-02 3.603036849892434779e-01
9.000000000000000000e+00 4.555555555555556024e-01 5.158522347594660107e-03 4.149233713254357747e-01
9.000000000000000000e+00 4.555555555555556024e-01 2.728533038830570703e-03 3.844962307819333458e-01
9.000000000000000000e+00 4.555555555555556024e-01 3.797373914520604365e-03 1.614977137350313841e-01
9.000000000000000000e+00 4.555555555555556024e-01 4.775050128950576213e-03 7.833490058199041317e-02
9.000000000000000000e+00 4.555555555555556024e-01 2.052941731959855021e-02 5.457416659382407359e-02
9.000000000000000000e+00 4.555555555555556024e-01 6.827201540150994868e-03 2.962590375972343204e-02
9.000000000000000000e+00 4.555555555555556024e-01 7.227428002886940837e-03 2.706848530329493754e-02
9.000000000000000000e+00 4.555555555555556024e-01 7.167449811605114060e-03 2.152362623264272509e-02
9.000000000000000000e+00 4.555555555555556024e-01 7.656953932653040064e-03 1.877636798592254366e-02
1.000000000000000000e+01 4.555555555555556024e-01 7.729673581412783642e-03 9.109046864181313818e-02
1.000000000000000000e+01 4.555555555555556024e-01 3.478253003534961980e-03 7.659408837888147248e-02
1.000000000000000000e+01 4.555555555555556024e-01 1.893027079584357801e-03 6.961829413926723387e-02
1.000000000000000000e+01 4.555555555555556024e-01 1.045793173606008111e-02 2.067066878721891543e-01
1.000000000000000000e+01 4.555555555555556024e-01 4.856358324360239044e-03 8.535649642639671353e-02
1.000000000000000000e+01 4.555555555555556024e-01 4.955902583812313474e-03 4.068821907226861934e-02
1.000000000000000000e+01 4.555555555555556024e-01 7.068476088889373912e-03 2.764794126108597802e-02
1.000000000000000000e+01 4.555555555555556024e-01 7.719508546856252047e-03 2.702512559547381663e-02
1.000000000000000000e+01 4.555555555555556024e-01 8.145710183965398921e-03 2.302167953132886954e-02
1.000000000000000000e+01 4.555555555555556024e-01 8.987865119237823872e-03 2.019362418312700344e-02
1.000000000000000000e+00 5.444444444444445086e-01 7.631548553385580566e-03 9.109046764376327321e-02
1.000000000000000000e+00 5.444444444444445086e-01 2.830075902355851537e-03 7.649893787825877423e-02
1.000000000000000000e+00 5.444444444444445086e-01 5.320525344702771962e-03 8.516350506940532916e-02
1.000000000000000000e+00 5.444444444444445086e-01 4.789173554790897118e-03 4.912105722841041133e-02
1.000000000000000000e+00 5.444444444444445086e-01 6.076007839116423503e-03 4.102646343506191617e-02
1.000000000000000000e+00 5.444444444444445086e-01 5.434986505400554030e-03 3.094440951601773113e-02
1.000000000000000000e+00 5.444444444444445086e-01 6.003140038390132778e-03 2.637936915444741293e-02
1.000000000000000000e+00 5.444444444444445086e-01 6.201014335396826116e-03 2.670921343009722421e-02
1.000000000000000000e+00 5.444444444444445086e-01 6.204493352605294082e-03 2.671779187958624527e-02
1.000000000000000000e+00 5.444444444444445086e-01 6.204492555565065993e-03 2.671795479899218353e-02
2.000000000000000000e+00 5.444444444444445086e-01 7.638835264386204839e-03 9.109048747958183034e-02
2.000000000000000000e+00 5.444444444444445086e-01 3.091601179691378341e-03 7.650577498524384346e-02
2.000000000000000000e+00 5.444444444444445086e-01 2.274692540855429487e-03 7.110997789325233798e-02
2.000000000000000000e+00 5.444444444444445086e-01 4.012751510735259805e-03 7.808532030605763730e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.638513146387525744e-03 4.333534310267501272e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.186869496339579881e-03 3.612209992413015908e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.217566147120468456e-03 3.522074261774783138e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.442469770876255317e-03 3.112233597916281777e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.204502100205264832e-03 3.117454414317334666e-02
2.000000000000000000e+00 5.444444444444445086e-01 5.204221088855366835e-03 3.117571884090641898e-02
3.000000000000000000e+00 5.444444444444445086e-01 7.641403729018143333e-03 9.109067323661836080e-02
3.000000000000000000e+00 5.444444444444445086e-01 3.207752846394984394e-03 7.650850133371457640e-02
3.000000000000000000e+00 5.444444444444445086e-01 2.068983775915789452e-03 7.167540454431256536e-02
3.000000000000000000e+00 5.444444444444445086e-01 3.899887022023334430e-03 1.010648236542948802e-01
3.000000000000000000e+00 5.444444444444445086e-01 5.393744882602824822e-03 4.152187362796538883e-02
3.000000000000000000e+00 5.444444444444445086e-01 5.271018052970134933e-03 3.071534109169298671e-02
3.000000000000000000e+00 5.444444444444445086e-01 4.689331489335663711e-03 3.912478094536690071e-02
3.000000000000000000e+00 5.444444444444445086e-01 7.016689110210504350e-03 3.371147073286424184e-02
3.000000000000000000e+00 5.444444444444445086e-01 3.667541466126542603e-03 2.886714690720175794e-02
3.000000000000000000e+00 5.444444444444445086e-01 4.701779598626743342e-03 3.371134261528743736e-02
4.000000000000000000e+00 5.444444444444445086e-01 7.642715543909842091e-03 9.109047816548676568e-02
4.000000000000000000e+00 5.444444444444445086e-01 3.271763236956569398e-03 7.650974188182274593e-02
4.000000000000000000e+00 5.444444444444445086e-01 1.979358362788171538e-03 7.196476012040742276e-02
4.000000000000000000e+00 5.444444444444445086e-01 3.933470691727176081e-03 1.185145396510634552e-01
4.000000000000000000e+00 5.444444444444445086e-01 5.305425851730149849e-03 4.465704350862002847e-02
4.000000000000000000e+00 5.444444444444445086e-01 5.237878722951518594e-03 2.332190073031181754e-02
4.000000000000000000e+00 5.444444444444445086e-01 4.396902875178327653e-03 3.962338143187195405e-02
4.000000000000000000e+00 5.444444444444445086e-01 4.692410992422884480e-03 2.751273448642314184e-02
4.000000000000000000e+00 5.444444444444445086e-01 2.714251887015533497e-03 2.462731169644257617e-02
4.000000000000000000e+00 5.444444444444445086e-01 2.560074833000057677e-03 2.457659387027640030e-02
5.000000000000000000e+00 5.444444444444445086e-01 7.643510589727522085e-03 9.109062746630622320e-02
5.000000000000000000e+00 5.444444444444445086e-01 3.312127558373755866e-03 7.651052681967891733e-02
5.000000000000000000e+00 5.444444444444445086e-01 1.932850868744301169e-03 7.214047779079116318e-02
5.000000000000000000e+00 5.444444444444445086e-01 4.009623617991581006e-03 1.319289388487195902e-01
5.000000000000000000e+00 5.444444444444445086e-01 5.307538596284774694e-03 5.161037563324945288e-02
5.000000000000000000e+00 5.444444444444445086e-01 5.159211410463291313e-03 1.819480143972162720e-02
5.000000000000000000e+00 5.444444444444445086e-01 4.360173979921293588e-03 3.824094253891092282e-02
5.000000000000000000e+00 5.444444444444445086e-01 4.893494601104391925e-03 2.576303819601441503e-02
5.000000000000000000e+00 5.444444444444445086e-01 3.229003021899580928e-03 2.038285660125287863e-02
5.000000000000000000e+00 5.444444444444445086e-01 3.022862257216460229e-03 1.997828482687097340e-02
6.000000000000000000e+00 5.444444444444445086e-01 7.644045426145879354e-03 9.109046803381680435e-02
6.000000000000000000e+00 5.444444444444445086e-01 3.339866610768970484e-03 7.651107008716684366e-02
6.000000000000000000e+00 5.444444444444445086e-01 1.905769936109708495e-03 7.225832383083133359e-02
6.000000000000000000e+00 5.444444444444445086e-01 4.096977570054215548e-03 1.424598403391619528e-01
6.000000000000000000e+00 5.444444444444445086e-01 5.354583072494238476e-03 5.998982285795211034e-02
6.000000000000000000e+00 5.444444444444445086e-01 5.079858749942181735e-03 1.851649427948478741e-02
6.000000000000000000e+00 5.444444444444445086e-01 4.474137909341711732e-03 3.595231863895508029e-02
6.000000000000000000e+00 5.444444444444445086e-01 5.291623614266772503e-03 2.447927916201855444e-02
6.000000000000000000e+00 5.444444444444445086e-01 4.513146559854677373e-03 1.727904691126042058e-02
6.000000000000000000e+00 5.444444444444445086e-01 4.422407460898647100e-03 1.600228016279963209e-02
7.000000000000000000e+00 5.444444444444445086e-01 1.879146958561285150e-02 1.491219832391301459e-01
7.000000000000000000e+00 5.444444444444445086e-01 4.334869309998061818e-03 9.298005873461709370e-02
7.000000000000000000e+00 5.444444444444445086e-01 1.888668435373893869e-03 7.234296303811878215e-02
7.000000000000000000e+00 5.444444444444445086e-01 4.184038054421146575e-03 1.509033712959571005e-01
7.000000000000000000e+00 5.444444444444445086e-01 1.231943541774696040e-02 8.760627909657661694e-02
7.000000000000000000e+00 5.444444444444445086e-01 1.519394682350527249e-02 5.879600608084533525e-02
7.000000000000000000e+00 5.444444444444445086e-01 4.642418007975625954e-03 3.337627952377848067e-02
7.000000000000000000e+00 5.444444444444445086e-01 5.802309350363936066e-03 2.352215478340298135e-02
7.000000000000000000e+00 5.444444444444445086e-01 5.884016209349717842e-03 1.604727344698581373e-02
7.000000000000000000e+00 5.444444444444445086e-01 5.968688540024610738e-03 1.355528812798131345e-02
8.000000000000000000e+00 5.444444444444445086e-01 7.644717738368929892e-03 9.109047503109064803e-02
8.000000000000000000e+00 5.444444444444445086e-01 3.375483333550066342e-03 7.651172091101411665e-02
8.000000000000000000e+00 5.444444444444445086e-01 1.877194448396084583e-03 7.240665005621431394e-02
8.000000000000000000e+00 5.444444444444445086e-01 4.266426382149055702e-03 1.578037177074378405e-01
8.000000000000000000e+00 5.444444444444445086e-01 5.497549663968958819e-03 7.648278305366881802e-02
8.000000000000000000e+00 5.444444444444445086e-01 1.560743953627456888e-02 5.895574204791392131e-02
8.000000000000000000e+00 5.444444444444445086e-01 4.811692334416368087e-03 3.094009896066749268e-02
8.000000000000000000e+00 5.444444444444445086e-01 1.546586676712569802e-02 5.915034754361206404e-02
8.000000000000000000e+00 5.444444444444445086e-01 7.157211940723055138e-03 1.673075749139371626e-02
8.000000000000000000e+00 5.444444444444445086e-01 7.438341291422454100e-03 1.344998751657854909e-02
9.000000000000000000e+00 5.444444444444445086e-01 7.644942963866916026e-03 9.109046812964628759e-02
