# param1 param2 velocity_error viscosity_error
2.4021099823e+00 3.5877290113e-01 5.3802608339e-02 7.1199131909e-02
2.4021099823e+00 3.5877290113e-01 5.3959497945e-02 8.0874658307e-02
2.4021099823e+00 3.5877290113e-01 6.0233141136e-03 3.9171489607e-02
2.5169815808e+00 2.0848133741e-01 5.3841874475e-03 9.6099284233e-02
2.5169815808e+00 2.0848133741e-01 4.8130999804e-02 1.5713251723e-01
2.5169815808e+00 2.0848133741e-01 4.8817946193e-02 1.2305094677e-01
2.5169815808e+00 2.0848133741e-01 4.6011307637e-02 1.5347582496e-01
2.5169815808e+00 2.0848133741e-01 2.7505507194e-02 1.2369931164e-01
2.5169815808e+00 2.0848133741e-01 5.6322345096e-02 2.1733412270e-01
2.5169815808e+00 2.0848133741e-01 7.5473780095e-02 4.0960850048e-01
2.5169815808e+00 2.0848133741e-01 7.1367959314e-02 6.7618942309e-02
2.5169815808e+00 2.0848133741e-01 7.1304036800e-02 1.0247115016e-01
2.5169815808e+00 2.0848133741e-01 4.1371316163e-03 3.6263492323e-02
2.6246883161e+00 6.4149630430e-01 4.9396997507e-03 9.6096268173e-02
2.6246883161e+00 6.4149630430e-01 4.6751294503e-02 1.8625090910e-01
2.6246883161e+00 6.4149630430e-01 4.5818324545e-02 1.5925389418e-01
2.6246883161e+00 6.4149630430e-01 4.3117281764e-02 1.8763700334e-01
2.6246883161e+00 6.4149630430e-01 3.2970398517e-02 1.4801290393e-01
2.6246883161e+00 6.4149630430e-01 1.0645248016e-02 2.7859641149e-01
2.6246883161e+00 6.4149630430e-01 1.9739911670e-02 5.3023983356e-01
2.6246883161e+00 6.4149630430e-01 2.5274844046e-02 8.4054734005e-02
2.6246883161e+00 6.4149630430e-01 2.5502349122e-02 6.4328010513e-02
2.6246883161e+00 6.4149630430e-01 3.7144667735e-03 4.0925401154e-02
2.8097567385e+00 2.5966237912e-01 5.2362401926e-03 9.6096262671e-02
2.8097567385e+00 2.5966237912e-01 4.7594174017e-02 1.6533524555e-01
2.8097567385e+00 2.5966237912e-01 4.7578201890e-02 1.3487489897e-01
2.8097567385e+00 2.5966237912e-01 4.4766825386e-02 1.6539434310e-01
2.8097567385e+00 2.5966237912e-01 2.5653002795e-02 1.2689231530e-01
2.8097567385e+00 2.5966237912e-01 5.1219049246e-02 2.2881867404e-01
2.8097567385e+00 2.5966237912e-01 7.4828112581e-02 4.1805778279e-01
2.8097567385e+00 2.5966237912e-01 7.3052460768e-02 7.0716107148e-02
2.8097567385e+00 2.5966237912e-01 7.3295656952e-02 1.0914201398e-01
2.8097567385e+00 2.5966237912e-01 5.5021058290e-03 3.1374078335e-02
2.9930555261e+00 7.7340465311e-01 4.9347360539e-03 9.6096278352e-02
2.9930555261e+00 7.7340465311e-01 4.6720258846e-02 1.9425713539e-01
2.9930555261e+00 7.7340465311e-01 4.5708414601e-02 1.7321383369e-01
2.9930555261e+00 7.7340465311e-01 4.3198152838e-02 1.9156214736e-01
2.9930555261e+00 7.7340465311e-01 3.6895274231e-02 1.5072310321e-01
2.9930555261e+00 7.7340465311e-01 2.2546304070e-02 2.7688657179e-01
2.9930555261e+00 7.7340465311e-01 9.3146245702e-03 5.1903707562e-01
2.9930555261e+00 7.7340465311e-01 1.2918203341e-02 9.1046574128e-02
2.9930555261e+00 7.7340465311e-01 1.3444639419e-02 1.2383638222e-01
2.9930555261e+00 7.7340465311e-01 4.2537863374e-03 3.5247953376e-02
3.1340920996e+00 3.3669208801e-01 5.0974231258e-03 9.6095788909e-02
3.1340920996e+00 3.3669208801e-01 4.7140935950e-02 1.7499451342e-01
3.1340920996e+00 3.3669208801e-01 4.6597277580e-02 1.4881080621e-01
3.1340920996e+00 3.3669208801e-01 4.3588361519e-02 1.7848875869e-01
3.1340920996e+00 3.3669208801e-01 2.5099518450e-02 1.3233752395e-01
3.1340920996e+00 3.3669208801e-01 4.0323531663e-02 2.4078503243e-01
3.1340920996e+00 3.3669208801e-01 7.1154590743e-02 4.3236552922e-01
3.1340920996e+00 3.3669208801e-01 7.2360457204e-02 7.8779008651e-02
3.1340920996e+00 3.3669208801e-01 7.3081060352e-02 1.4716678084e-01
3.1340920996e+00 3.3669208801e-01 6.4545776314e-03 3.1384697702e-02
3.2868384318e+00 3.7673329900e-01 5.0513792516e-03 9.6095580783e-02
3.2868384318e+00 3.7673329900e-01 4.6993905367e-02 1.7940636518e-01
3.2868384318e+00 3.7673329900e-01 4.6294031611e-02 1.5526325201e-01
3.2868384318e+00 3.7673329900e-01 4.3240952579e-02 1.8347143442e-01
3.2868384318e+00 3.7673329900e-01 2.5862275333e-02 1.3486927472e-01
3.2868384318e+00 3.7673329900e-01 3.4138325127e-02 2.4480668552e-01
3.2868384318e+00 3.7673329900e-01 6.8027484956e-02 4.3766537284e-01
3.2868384318e+00 3.7673329900e-01 7.0926770137e-02 8.3084246895e-02
3.2868384318e+00 3.7673329900e-01 7.1802999225e-02 1.6833499705e-01
3.2868384318e+00 3.7673329900e-01 6.1702132740e-03 3.1985085231e-02
3.5180034594e+00 7.6196340654e-01 4.9346388000e-03 9.6095467974e-02
3.5180034594e+00 7.6196340654e-01 4.6700426165e-02 1.9827647127e-01
3.5180034594e+00 7.6196340654e-01 4.5673478083e-02 1.8176295510e-01
3.5180034594e+00 7.6196340654e-01 4.3127856977e-02 1.9408095573e-01
3.5180034594e+00 7.6196340654e-01 3.6874650724e-02 1.4926399351e-01
3.5180034594e+00 7.6196340654e-01 2.2018437314e-02 2.6572259689e-01
3.5180034594e+00 7.6196340654e-01 9.7246717290e-03 4.8429800232e-01
3.5180034594e+00 7.6196340654e-01 1.7014941926e-02 9.7381156737e-02
3.5180034594e+00 7.6196340654e-01 1.7776870490e-02 2.0928599553e-01
3.5180034594e+00 7.6196340654e-01 3.8750276756e-03 2.9069754759e-02
3.6244225039e+00 1.7153371878e-01 5.5925814151e-03 9.6098130151e-02
3.6244225039e+00 1.7153371878e-01 4.8134189375e-02 1.6035443145e-01
3.6244225039e+00 1.7153371878e-01 4.8466093937e-02 1.3588212447e-01
3.6244225039e+00 1.7153371878e-01 4.7636384870e-02 1.6425819278e-01
3.6244225039e+00 1.7153371878e-01 4.2510166050e-02 1.1782612928e-01
